File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
Perl::Critic::Exception::Configuration::Option::BEGIN@11	href=Perl-Critic-Exception-Configuration-Option-pm-169-line.html#11
Perl::Critic::Policy::Modules::ProhibitAutomaticExportation::BEGIN@17	href=Perl-ProhibitAutomaticExportation-pm-472-line.html#17
Perl::Critic::Policy::CodeLayout::RequireTrailingCommas::BEGIN@11	href=Perl-RequireTrailingCommas-pm-745-line.html#11
Encode::WARN_ON_ERR	href=Encode-pm-34-line.html#Encode__WARN_ON_ERR
PPI::Token::HereDoc::heredoc	href=PPI-Token-HereDoc-pm-112-line.html#116
Perl::Critic::Policy::Miscellanea::ProhibitFormats::BEGIN@16	href=Perl-Critic-Policy-Miscellanea-ProhibitFormats-pm-505-line.html#16
PPIx::Regexp::Token::Control::BEGIN@44	href=PPIx-Regexp-Token-Control-pm-889-line.html#44
PPI::Token::ArrayIndex::BEGIN@32	href=PPI-Token-ArrayIndex-pm-89-line.html#32
Perl::Critic::Exception::AggregateConfiguration::BEGIN@16	href=Perl-Critic-Exception-AggregateConfiguration-pm-160-line.html#16
Perl::Critic::PolicyParameter::Behavior::Boolean::_parse	href=Perl-Critic-PolicyParameter-Behavior-Boolean-pm-205-line.html#21
Perl::Critic::Annotation::new	href=Perl-Critic-Annotation-pm-814-line.html#45
PPI::Statement::Include::BEGIN@49	href=PPI-Statement-Include-pm-435-line.html#49
Perl::Critic::Policy::Modules::ProhibitEvilModules::BEGIN@17	href=Perl-Critic-Policy-Modules-ProhibitEvilModules-pm-478-line.html#17
Exporter::Tiny::_exporter_validate_opts	href=Exporter-Tiny-pm-65-line.html#63
Perl::Critic::UserProfile::BEGIN@22	href=Perl-Critic-UserProfile-pm-802-line.html#22
PPI::Token::QuoteLike::BEGIN@49	href=PPI-Token-QuoteLike-pm-99-line.html#49
Path::IsDev::Object::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Path/IsDev/Object.pm:65]	href=Path-IsDev-Object-pm-609-line.html#65
PPIx::Regexp::Tokenizer::BEGIN@35	href=PPIx-Regexp-Tokenizer-pm-865-line.html#35
PPI::Token::QuoteLike::Regexp::BEGIN@34	href=PPI-Token-QuoteLike-Regexp-pm-101-line.html#34
Getopt::Long::import	href=Getopt-Long-pm-19-line.html#98
PPI::Token::Separator::BEGIN@39	href=PPI-Token-Separator-pm-113-line.html#39
Perl::Critic::Policy::Variables::ProhibitAugmentedAssignmentInDeclaration::default_severity	href=TOOLONG-199-line.html#29
PPI::Token::_QuoteEngine::Full::BEGIN@6	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#6
Readonly::BEGIN@27	href=Readonly-pm-14-line.html#27
PPI::Token::Quote::Interpolate::BEGIN@32	href=PPI-Token-Quote-Interpolate-pm-97-line.html#32
Perl::Tidy::Formatter::BEGIN@5951	href=Perl-Tidy-pm-735-line.html#5951
Pod::Simple::BEGIN@32	href=Pod-Simple-pm-43-line.html#32
File::Which::BEGIN@9	href=File-Which-pm-633-line.html#9
Readonly::Scalar::TIESCALAR	href=Readonly-Scalar-pm-18-line.html#4
PPI::Token::Quote::Single::BEGIN@41	href=PPI-Token-Quote-Single-pm-56-line.html#41
PPIx::Regexp::Structure::Unknown::BEGIN@35	href=PPIx-Regexp-Structure-Unknown-pm-859-line.html#35
PPI::Lexer::_lex_structure	href=PPI-Lexer-pm-465-line.html#1312
Perl::Tidy::BEGIN@76	href=Perl-Tidy-pm-735-line.html#76
Devel::StackTrace::BEGIN@11	href=Devel-StackTrace-pm-124-line.html#11
Pod::Simple::BEGIN@1479	href=Pod-Simple-pm-43-line.html#1479
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::CORE:regcomp	href=Perl-ProhibitPunctuationVars-pm-234-line.html#Perl__Critic__Policy__Variables__ProhibitPunctuationVars__CORE_regcomp
Perl::Critic::Policy::ControlStructures::ProhibitUnreachableCode::default_severity	href=Perl-ProhibitUnreachableCode-pm-705-line.html#37
Perl::Critic::Policy::RegularExpressions::RequireExtendedFormatting::BEGIN@13	href=Perl-RequireExtendedFormatting-pm-413-line.html#13
Term::ANSIColor::BEGIN@42	href=Term-ANSIColor-pm-932-line.html#42
File::Find::BEGIN@357	href=File-Find-pm-191-line.html#357
Perl::Critic::Policy::Documentation::RequirePodSections::BEGIN@13	href=Perl-RequirePodSections-pm-678-line.html#13
Perl::Critic::Theme::BEGIN@14	href=Perl-Critic-Theme-pm-801-line.html#14
PPIx::Regexp::Tokenizer::BEGIN@31	href=PPIx-Regexp-Tokenizer-pm-865-line.html#31
Perl::Critic::Policy::Variables::RequireLexicalLoopIterators::BEGIN@13	href=Perl-RequireLexicalLoopIterators-pm-249-line.html#13
Email::Address::BEGIN@521	href=Email-Address-pm-311-line.html#521
List::MoreUtils::BEGIN@7	href=(eval 26)[List-MoreUtils-XS-pm-28]-67-line.html#7
Perl::Critic::Theme::BEGIN@12	href=Perl-Critic-Theme-pm-801-line.html#12
PPIx::Regexp::Tokenizer::BEGIN@6	href=PPIx-Regexp-Tokenizer-pm-865-line.html#6
Carp::BEGIN@609	href=Carp-pm-26-line.html#609
Perl::Critic::Policy::RegularExpressions::RequireLineBoundaryMatching::default_severity	href=Perl-RequireLineBoundaryMatching-pm-416-line.html#29
PPI::Token::_QuoteEngine::Full::new	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#139
Perl::Critic::Policy::Variables::RequireInitializationForLocalVars::supported_parameters	href=Perl-RequireInitializationForLocalVars-pm-246-line.html#27
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@12	href=Perl-ProhibitComplexVersion-pm-262-line.html#12
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@17	href=Perl-ProhibitComplexVersion-pm-262-line.html#17
Perl::Critic::Document::add_suppressed_violation	href=Perl-Critic-Document-pm-808-line.html#460
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::_is_assignment_to_topic	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#132
parent::BEGIN@3	href=parent-pm-577-line.html#3
Perl::Critic::Policy::Modules::RequireNoMatchVarsWithUseEnglish::BEGIN@11	href=Perl-RequireNoMatchVarsWithUseEnglish-pm-499-line.html#11
Perl::Critic::Policy::BuiltinFunctions::RequireBlockMap::default_severity	href=Perl-RequireBlockMap-pm-793-line.html#28
Perl::Critic::Policy::Modules::RequireVersionVar::BEGIN@12	href=Perl-Critic-Policy-Modules-RequireVersionVar-pm-502-line.html#12
PPIx::Regexp::Token::Interpolation::BEGIN@38	href=PPIx-Regexp-Token-Interpolation-pm-918-line.html#38
Readonly::Array::CORE:match	href=Readonly-Array-pm-16-line.html#Readonly__Array__CORE_match
Perl::Critic::Policy::Variables::ProhibitMatchVars::BEGIN@12	href=Perl-Critic-Policy-Variables-ProhibitMatchVars-pm-225-line.html#12
Perl::Critic::Policy::ControlStructures::ProhibitDeepNests::BEGIN@15	href=Perl-ProhibitDeepNests-pm-687-line.html#15
PPI::BEGIN@9	href=PPI-pm-428-line.html#9
PPIx::Regexp::Element::BEGIN@38	href=PPIx-Regexp-Element-pm-819-line.html#38
Role::Tiny::BEGIN@2.86	href=Path-IsDev-Role-Matcher-Child-Exists-Any-Dir-pm-651-line.html#2
Perl::Critic::Utils::POD::ParseInteriorSequence::BEGIN@11	href=Perl-Critic-Utils-POD-ParseInteriorSequence-pm-675-line.html#11
Perl::Critic::Policy::BuiltinFunctions::RequireBlockGrep::BEGIN@15	href=Perl-RequireBlockGrep-pm-790-line.html#15
Encode::Alias::CORE:qr	href=Encode-Alias-pm-38-line.html#Encode__Alias__CORE_qr
PPI::Token::Number::Float::BEGIN@31	href=PPI-Token-Number-Float-pm-83-line.html#31
PPIx::Regexp::Token::Quantifier::BEGIN@33	href=PPIx-Regexp-Token-Quantifier-pm-925-line.html#33
PPI::Tokenizer::_fill_line	href=PPI-Tokenizer-pm-463-line.html#438
Path::FindDev::Object::BEGIN@3	href=Path-IsDev-Object-pm-609-line.html#3
Perl::Critic::Policy::RegularExpressions::ProhibitCaptureWithoutTest::BEGIN@12	href=Perl-ProhibitCaptureWithoutTest-pm-383-line.html#12
utf8::BEGIN@2	href=utf8_heavy-pl-313-line.html#2
PPI::Token::Number::CORE:match	href=PPI-Token-Number-pm-79-line.html#PPI__Token__Number__CORE_match
Path::IsDev::Heuristic::Makefile::matches	href=Path-IsDev-Heuristic-Makefile-pm-654-line.html#50
parent::import	href=parent-pm-577-line.html#6
PPI::Token::Regexp::BEGIN@45	href=PPI-Token-Regexp-pm-105-line.html#45
PPIx::Regexp::Node::BEGIN@39	href=PPIx-Regexp-Node-pm-817-line.html#39
Perl::Critic::Policy::Subroutines::ProhibitBuiltinHomonyms::BEGIN@12	href=Perl-ProhibitBuiltinHomonyms-pm-349-line.html#12
PPI::Tokenizer::_get_line	href=PPI-Tokenizer-pm-463-line.html#421
Perl::Critic::Policy::BEGIN@48	href=Perl-Critic-Policy-pm-201-line.html#48
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::BEGIN@12	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#12
Perl::Critic::Policy::ControlStructures::ProhibitNegativeExpressionsInUnlessAndUntilConditions::BEGIN@11	href=TOOLONG-696-line.html#11
Encode::predefine_encodings	href=Encode-pm-34-line.html#240
Perl::Tidy::Tokenizer::BEGIN@22672	href=Perl-Tidy-pm-735-line.html#22672
strict::CORE:match	href=strict-pm-2-line.html#strict__CORE_match
IO::BEGIN@8	href=IO-pm-573-line.html#8
Path::IsDev::Role::Heuristic::_blessed	href=Path-IsDev-Role-Heuristic-pm-643-line.html#12
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoWarnings::BEGIN@10	href=Perl-ProhibitNoWarnings-pm-331-line.html#10
Perl::Critic::Policy::Subroutines::ProhibitExplicitReturnUndef::BEGIN@10	href=Perl-ProhibitExplicitReturnUndef-pm-356-line.html#10
Perl::Critic::Policy::Modules::ProhibitMultiplePackages::BEGIN@11	href=Perl-ProhibitMultiplePackages-pm-484-line.html#11
PPI::Exception::BEGIN@3	href=PPI-Exception-pm-74-line.html#3
PPI::Statement::Data::BEGIN@43	href=PPI-Statement-Data-pm-432-line.html#43
Perl::Critic::Policy::Variables::ProhibitMatchVars::BEGIN@10	href=Perl-Critic-Policy-Variables-ProhibitMatchVars-pm-225-line.html#10
File::ShareDir::ProjectDistDir::_get_cached_dist_dir_result	href=File-ShareDir-ProjectDistDir-pm-586-line.html#543
PPIx::Regexp::Structure::BranchReset::BEGIN@33	href=PPIx-Regexp-Structure-BranchReset-pm-833-line.html#33
Perl::Critic::Policy::Documentation::PodSpelling::BEGIN@30	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#30
version::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/5.18.2/version.pm:151]	href=version-pm-250-line.html#151
Path::IsDev::NegativeHeuristic::PerlINC::BEGIN@33	href=Path-IsDev-NegativeHeuristic-PerlINC-pm-641-line.html#33
Perl::Critic::Command::BEGIN@35	href=Perl-Critic-Command-pm-4-line.html#35
Path::IsDev::BEGIN@2	href=Sub-Exporter-pm-588-line.html#2
Params::Util::_CLASS	href=(eval 14)[Params-Util-pm-190]-933-line.html#1
Path::IsDev::Role::HeuristicSet::Simple::modules	href=Path-IsDev-Role-HeuristicSet-Simple-pm-624-line.html#58
Encode::Alias::undef_aliases	href=Encode-Alias-pm-38-line.html#125
Perl::Critic::Policy::ControlStructures::ProhibitCascadingIfElse::BEGIN@14	href=Perl-ProhibitCascadingIfElse-pm-681-line.html#14
PPIx::Regexp::Structure::Main::BEGIN@38	href=PPIx-Regexp-Structure-Main-pm-843-line.html#38
Perl::Critic::Statistics::BEGIN@11	href=Perl-Critic-Statistics-pm-931-line.html#11
PPI::Token::Whitespace::BEGIN@49	href=PPI-Token-Whitespace-pm-76-line.html#49
Perl::Critic::Policy::Miscellanea::ProhibitFormats::BEGIN@12	href=Perl-Critic-Policy-Miscellanea-ProhibitFormats-pm-505-line.html#12
Perl::Critic::Policy::Subroutines::ProhibitNestedSubs::violates	href=Perl-ProhibitNestedSubs-pm-362-line.html#36
Perl::Critic::Policy::Miscellanea::ProhibitTies::BEGIN@15	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#15
_charnames::BEGIN@14	href=_charnames-pm-723-line.html#14
PPI::Token::Regexp::Match::BEGIN@49	href=PPI-Token-Regexp-Match-pm-104-line.html#49
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::BEGIN@11	href=Perl-ProhibitPunctuationVars-pm-234-line.html#11
Exporter::export_ok_tags	href=Exporter-pm-11-line.html#88
Perl::Critic::Policy::RegularExpressions::RequireLineBoundaryMatching::BEGIN@11	href=Perl-RequireLineBoundaryMatching-pm-416-line.html#11
Path::IsDev::Role::Heuristic::name	href=Path-IsDev-Role-Heuristic-pm-643-line.html#39
Perl::Critic::Policy::Subroutines::ProhibitUnusedPrivateSubroutines::CORE:qr	href=Perl-ProhibitUnusedPrivateSubroutines-pm-371-line.html#Perl__Critic__Policy__Subroutines__ProhibitUnusedPrivateSubroutines__CORE_qr
PPI::Token::Label::BEGIN@34	href=PPI-Token-Label-pm-111-line.html#34
Perl::Critic::Policy::ControlStructures::ProhibitUnlessBlocks::supported_parameters	href=Perl-ProhibitUnlessBlocks-pm-702-line.html#27
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidGrep::BEGIN@16	href=Perl-ProhibitVoidGrep-pm-784-line.html#16
IO::File::BEGIN@131	href=IO-File-pm-736-line.html#131
Perl::Critic::Policy::RegularExpressions::ProhibitSingleCharAlternation::default_severity	href=Perl-ProhibitSingleCharAlternation-pm-398-line.html#31
Perl::Critic::Policy::Documentation::PodSpelling::BEGIN@21	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#21
Term::ANSIColor::BEGIN@24	href=Term-ANSIColor-pm-932-line.html#24
Perl::Critic::Document::BEGIN@28	href=Perl-Critic-Document-pm-808-line.html#28
Encode::Encoding::BEGIN@4	href=Encode-Encoding-pm-42-line.html#4
Perl::Tidy::BEGIN@64	href=Perl-Tidy-pm-735-line.html#64
Perl::Tidy::Formatter::BEGIN@14914	href=Perl-Tidy-pm-735-line.html#14914
Perl::Critic::Policy::Subroutines::ProhibitSubroutinePrototypes::BEGIN@11	href=Perl-ProhibitSubroutinePrototypes-pm-368-line.html#11
constant::BEGIN@4	href=constant-pm-20-line.html#4
Perl::Critic::Command::BEGIN@12	href=Perl-Critic-Command-pm-4-line.html#12
PPIx::Regexp::Lexer::BEGIN@49	href=PPIx-Regexp-Lexer-pm-824-line.html#49
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::supported_parameters	href=Perl-ProhibitUnusedCapture-pm-401-line.html#43
Encode::find_encoding	href=Encode-pm-34-line.html#127
Perl::Critic::Policy::Variables::ProhibitAugmentedAssignmentInDeclaration::BEGIN@13	href=TOOLONG-199-line.html#13
Perl::Critic::Policy::RegularExpressions::ProhibitEscapedMetacharacters::BEGIN@18	href=Perl-ProhibitEscapedMetacharacters-pm-392-line.html#18
Env::Array::BEGIN@122	href=Env-pm-583-line.html#122
Perl::Critic::Policy::ValuesAndExpressions::RequireQuotedHeredocTerminator::BEGIN@13	href=Perl-RequireQuotedHeredocTerminator-pm-322-line.html#13
Role::Tiny::BEGIN@3.27	href=Path-IsDev-Role-NegativeHeuristic-pm-627-line.html#3
PPI::Normal::BEGIN@40	href=PPI-Normal-pm-461-line.html#40
Perl::Critic::PolicyParameter::Behavior::Integer::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Perl/Critic/PolicyParameter/Behavior/Integer.pm:82]	href=Perl-Critic-PolicyParameter-Behavior-Integer-pm-209-line.html#32
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::_create_magic_detector	href=Perl-ProhibitPunctuationVars-pm-234-line.html#291
PPI::Token::new	href=PPI-Token-pm-58-line.html#85
Errno::BEGIN@9	href=Errno-pm-7-line.html#9
PPI::Token::ArrayIndex::BEGIN@33	href=PPI-Token-ArrayIndex-pm-89-line.html#33
PPIx::Regexp::Token::BEGIN@48	href=PPIx-Regexp-Token-pm-863-line.html#48
File::HomeDir::Darwin::Cocoa::BEGIN@6	href=File-HomeDir-Darwin-Cocoa-pm-636-line.html#6
Perl::Tidy::VerticalAligner::Line::BEGIN@19320	href=Perl-Tidy-pm-735-line.html#19320
Role::Tiny::apply_single_role_to_package	href=Role-Tiny-pm-621-line.html#83
Perl::Critic::Policy::RegularExpressions::ProhibitSingleCharAlternation::BEGIN@20	href=Perl-ProhibitSingleCharAlternation-pm-398-line.html#20
Perl::Critic::Policy::InputOutput::ProhibitOneArgSelect::BEGIN@16	href=Perl-ProhibitOneArgSelect-pm-532-line.html#16
PPI::Element::statement	href=PPI-Element-pm-61-line.html#281
Pod::Wordlist::BEGIN@8	href=Pod-Wordlist-pm-581-line.html#8
PPIx::Regexp::Tokenizer::BEGIN@29	href=PPIx-Regexp-Tokenizer-pm-865-line.html#29
Perl::Critic::Policy::Variables::RequireNegativeIndices::BEGIN@10	href=Perl-RequireNegativeIndices-pm-256-line.html#10
Perl::Critic::Violation::sort_by_location	href=Perl-Critic-Violation-pm-139-line.html#101
Perl::Critic::Policy::Variables::ProhibitUnusedVariables::BEGIN@12	href=Perl-ProhibitUnusedVariables-pm-240-line.html#12
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::CORE:qr	href=Perl-ProhibitPunctuationVars-pm-234-line.html#Perl__Critic__Policy__Variables__ProhibitPunctuationVars__CORE_qr
Module::Runtime::is_module_name	href=Module-Runtime-pm-618-line.html#222
Perl::Critic::Exception::Configuration::BEGIN@12	href=Perl-Critic-Exception-Configuration-pm-156-line.html#12
PPI::Token::_QuoteEngine::Full::BEGIN@5	href=PPI-Token-_QuoteEngine-Full-pm-96-line.html#5
Perl::Critic::Policy::ControlStructures::ProhibitCStyleForLoops::BEGIN@13	href=Perl-ProhibitCStyleForLoops-pm-684-line.html#13
Perl::Critic::OptionsProcessor::_check_for_extra_options	href=Perl-Critic-OptionsProcessor-pm-804-line.html#116
Perl::Critic::Policy::Variables::ProhibitPackageVars::BEGIN@12	href=Perl-ProhibitPackageVars-pm-228-line.html#12
Sub::Exporter::default_installer	href=Sub-Exporter-pm-588-line.html#428
Perl::Critic::Policy::ControlStructures::ProhibitUntilBlocks::BEGIN@13	href=Perl-ProhibitUntilBlocks-pm-708-line.html#13
Perl::Critic::Policy::Subroutines::ProhibitManyArgs::supported_parameters	href=Perl-Critic-Policy-Subroutines-ProhibitManyArgs-pm-359-line.html#36
PPI::Element::BEGIN@29	href=PPI-Element-pm-61-line.html#29
Pod::Text::BEGIN@32	href=Pod-Text-pm-33-line.html#32
PPI::Lexer::_lex_end	href=PPI-Lexer-pm-465-line.html#668
Module::Runtime::BEGIN@1.37	href=Path-IsDev-NegativeHeuristic-HomeDir-pm-630-line.html#1
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalIsa::BEGIN@13	href=Perl-ProhibitUniversalIsa-pm-781-line.html#13
Class::Inspector::BEGIN@50	href=Class-Inspector-pm-593-line.html#50
Perl::Critic::Utils::PPI::BEGIN@16	href=Perl-Critic-Utils-PPI-pm-135-line.html#16
PPI::Statement::When::BEGIN@47	href=PPI-Statement-When-pm-445-line.html#47
Params::Util::BEGIN@58	href=Params-Util-pm-59-line.html#58
Perl::Critic::critique	href=Perl-Critic-pm-151-line.html#80
PPIx::Regexp::Structure::Code::BEGIN@37	href=PPIx-Regexp-Structure-Code-pm-835-line.html#37
PPIx::Regexp::Util::BEGIN@3	href=PPIx-Regexp-Util-pm-820-line.html#3
Devel::StackTrace::BEGIN@15	href=Devel-StackTrace-pm-124-line.html#15
PPI::Token::Unknown::CORE:qr	href=PPI-Token-Unknown-pm-91-line.html#PPI__Token__Unknown__CORE_qr
Perl::Critic::Exception::Configuration::Option::Policy::ParameterValue::BEGIN@11	href=Perl-ParameterValue-pm-174-line.html#11
File::Which::BEGIN@18	href=File-Which-pm-633-line.html#18
PPI::Token::Number::Octal::BEGIN@29	href=PPI-Token-Number-Octal-pm-81-line.html#29
Exporter::Heavy::heavy_export_tags	href=Exporter-Heavy-pm-13-line.html#245
List::MoreUtils::firstidx	href=List-MoreUtils-pm-64-line.html#List__MoreUtils__firstidx
File::HomeDir::Unix::BEGIN@11	href=File-HomeDir-Unix-pm-638-line.html#11
PPI::Statement::When::BEGIN@44	href=PPI-Statement-When-pm-445-line.html#44
Perl::Critic::Policy::Subroutines::RequireFinalReturn::BEGIN@12	href=Perl-RequireFinalReturn-pm-380-line.html#12
PPI::Structure::Subscript::BEGIN@42	href=PPI-Structure-Subscript-pm-453-line.html#42
Path::Tiny::CORE:readline	href=Path-Tiny-pm-600-line.html#Path__Tiny__CORE_readline
Perl::Critic::Exception::Configuration::Option::Global::ParameterValue::BEGIN@22	href=Perl-ParameterValue-pm-163-line.html#22
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoStrict::BEGIN@13	href=Perl-ProhibitNoStrict-pm-328-line.html#13
Perl::Tidy::BEGIN@59	href=Perl-Tidy-pm-735-line.html#59
PPI::Lexer::_continues	href=PPI-Lexer-pm-465-line.html#697
Perl::Critic::Exception::BEGIN@11	href=Perl-Critic-Exception-pm-132-line.html#11
Perl::Critic::Policy::Subroutines::ProhibitBuiltinHomonyms::BEGIN@13	href=Perl-ProhibitBuiltinHomonyms-pm-349-line.html#13
Perl::Critic::Policy::ErrorHandling::RequireCarping::BEGIN@11	href=Perl-Critic-Policy-ErrorHandling-RequireCarping-pm-559-line.html#11
PPI::Lexer::_lex_statement	href=PPI-Lexer-pm-465-line.html#594
English::CORE:subst	href=Tie-Hash-NamedCapture-pm-6-line.html#English__CORE_subst
Perl::Critic::Policy::RegularExpressions::ProhibitCaptureWithoutTest::BEGIN@11	href=Perl-ProhibitCaptureWithoutTest-pm-383-line.html#11
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::BEGIN@12	href=Perl-RequireInterpolationOfMetachars-pm-310-line.html#12
PPI::Normal::Standard::CORE:match	href=PPI-Normal-Standard-pm-462-line.html#PPI__Normal__Standard__CORE_match
Path::IsDev::Role::Matcher::FullPath::Is::Any::BEGIN@18	href=Path-IsDev-Role-Matcher-FullPath-Is-Any-pm-631-line.html#18
AutoLoader::BEGIN@37	href=AutoLoader-pm-63-line.html#37
Perl::Critic::Policy::CodeLayout::ProhibitHardTabs::BEGIN@12	href=Perl-Critic-Policy-CodeLayout-ProhibitHardTabs-pm-711-line.html#12
PPI::Token::BEGIN@46	href=PPI-Token-pm-58-line.html#46
Path::IsDev::Heuristic::MYMETA::BEGIN@36	href=Path-IsDev-Heuristic-MYMETA-pm-653-line.html#36
Perl::Critic::Policy::CodeLayout::RequireTrailingCommas::BEGIN@13	href=Perl-RequireTrailingCommas-pm-745-line.html#13
Text::Wrap::BEGIN@18	href=Text-Wrap-pm-661-line.html#18
PPI::Node::BEGIN@53	href=PPI-Node-pm-73-line.html#53
PPI::Token::Quote::Single::BEGIN@37	href=PPI-Token-Quote-Single-pm-56-line.html#37
Perl::Critic::Policy::ControlStructures::ProhibitPostfixControls::BEGIN@11	href=Perl-ProhibitPostfixControls-pm-699-line.html#11
